Elapsed,vanilla7,ssuper,csuper,ssuper2,csuper2,scacheuk7,scache7com,scache71com,ccache71com
0.0,0,0,0.46620046620047,0,0.31104199066874,0,0,0,4.7988187523071
0.1,0.96082779009608,0.22371364653244,0,0.07451564828614,0,0,0,0,63.049095607235
0.2,3.8433111603843,5.0708426547353,0.62160062160062,5.0670640834575,0.46656298600311,0.067204301075269,1.7453135100194,0,0.2953119232189
0.3,8.0561714708056,0.074571215510813,0.077700077700078,0.22354694485842,0.31104199066874,0,3.038138332256,0,0.33222591362126
0.4,14.412416851441,10.439970171514,5.7498057498058,10.059612518629,6.2208398133748,0.13440860215054,0.45248868778281,0,0.073827980804725
0.5,26.681448632668,15.659955257271,12.975912975913,14.307004470939,12.830482115086,0.26881720430108,4.0723981900452,0,0
0.6,14.486326681449,26.174496644295,28.282828282828,27.645305514158,29.315707620529,5.1747311827957,2.7795733678087,15.158371040724,0.22148394241417
0.7,9.2387287509239,13.870246085011,16.627816627817,14.381520119225,16.407465007776,0.80645161290323,1.2281835811248,0.90497737556561,3.6544850498339
0.8,7.3909830007391,8.4265473527218,11.810411810412,9.7615499254844,12.752721617418,1.9489247311828,3.1027795733678,0.45248868778281,0.2953119232189
0.9,2.5129342202513,4.5488441461596,5.0505050505051,3.9493293591654,4.4323483670295,11.021505376344,10.277957336781,16.289592760181,3.0269472129937
1.0,2.2912047302291,2.1625652498136,3.6519036519037,2.682563338301,3.6547433903577,9.0725806451613,7.950872656755,7.9185520361991,3.4330011074197
1.1,1.8477457501848,1.4168530947054,1.9425019425019,1.6393442622951,2.1772939346812,21.774193548387,20.168067226891,8.710407239819,1.6611295681063
1.2,1.69992609017,1.7897091722595,1.3986013986014,1.7138599105812,1.8662519440124,18.951612903226,17.194570135747,14.592760180995,4.6880767811
1.3,1.2564671101256,0.89485458612975,0.93240093240093,0.52160953800298,0.69984447900467,8.7365591397849,8.338720103426,9.0497737556561,3.4699150978221
1.4,1.1086474501109,1.4168530947054,1.7871017871018,1.2667660208644,1.1664074650078,5.7795698924731,4.1370394311571,8.0316742081448,2.6578073089701
1.5,0.66518847006652,0.96942580164057,0.85470085470085,0.67064083457526,0.69984447900467,1.747311827957,2.7149321266968,6.1085972850679,2.2886674049465
1.6,0.44345898004435,0.67114093959732,0.85470085470085,0.29806259314456,0.46656298600311,1.8145161290323,2.3917259211377,2.8280542986425,1.4765596160945
1.7,0,0.29828486204325,0.38850038850039,0.89418777943368,0.85536547433904,1.9489247311828,1.6806722689076,1.6968325791855,1.0335917312661
1.8,0.14781966001478,0.44742729306488,0.38850038850039,0.29806259314456,0.38880248833593,1.2096774193548,1.7453135100194,1.6968325791855,0.44296788482835
1.9,0.14781966001478,0.5965697240865,0.62160062160062,0.59612518628912,0.62208398133748,0.87365591397849,1.5513897866839,1.2443438914027,0.5906238464378
2.0,0,0.74571215510813,0.6993006993007,0.14903129657228,0.23328149300156,1.2096774193548,0.38784744667098,0.90497737556561,0.40605389442599
2.1,0.29563932002956,0.29828486204325,0.38850038850039,0.29806259314456,0.15552099533437,0.33602150537634,0.51712992889463,0.56561085972851,0.2953119232189
2.2,0.22172949002217,0.5965697240865,0.46620046620047,0.59612518628912,0.38880248833593,0.53763440860215,0.19392372333549,0.67873303167421,0.40605389442599
2.3,0.36954915003695,0.44742729306488,0.46620046620047,0.3725782414307,0.46656298600311,0.47043010752688,0.12928248222366,0.56561085972851,0.2953119232189
2.4,0.29563932002956,0.67114093959732,1.010101010101,0.52160953800298,0.69984447900467,0.40322580645161,0.32320620555915,0.45248868778281,0.14765596160945
2.5,0.29563932002956,0.22371364653244,0.31080031080031,0.22354694485842,0.38880248833593,0.33602150537634,0.51712992889463,0.2262443438914,0.14765596160945
2.6+,1.1825572801183,1.7897091722595,2.1756021756022,1.5648286140089,2.0217729393468,5.1075268817204,3.1674208144796,1.9230769230769,0.81210778885197
>>>,0.14781966001478,0.074571215510813,0,0.22354694485842,0,0.26881720430108,0.19392372333549,0,0
