Elapsed,vanilla,akismet,cf7,ai1seo,yoastseo,jetpack,sitemaps,nextgen,importer,woocommerce,wordfence,analytics,ssuper,csuper
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.897637795276
0.1,2.0062695924765,1.443816698054,0.12547051442911,0.94102885821832,0,0,0.75566750629723,0,1.6362492133417,0,0,0,0,1.3123359580052
0.2,3.0721003134796,3.7037037037037,5.0188205771644,4.0150564617315,4.9748110831234,4.7678795483061,4.0302267002519,3.5894206549118,3.1466331025802,2.9003783102144,4.0302267002519,4.5028142589118,7.125890736342,0.65616797900262
0.3,10.094043887147,9.7928436911488,9.723964868256,10.288582183187,2.6448362720403,2.5721455457967,10.768261964736,1.3853904282116,10.006293266205,1.8915510718789,0.69269521410579,3.1894934333959,1.6627078384798,3.1496062992126
0.4,16.112852664577,16.195856873823,13.3626097867,13.927227101631,14.48362720403,14.617314930991,13.287153652393,9.3198992443325,14.222781623663,7.5662042875158,7.367758186398,13.570981863665,1.9002375296912,0.13123359580052
0.5,21.943573667712,23.666038920276,26.411543287327,25.407779171895,22.166246851385,24.404015056462,23.67758186398,14.735516372796,23.725613593455,12.358133669609,13.60201511335,23.702313946216,11.87648456057,4.9212598425197
0.6,15.548589341693,14.375392341494,16.185696361355,15.809284818068,20.088161209068,22.396486825596,14.609571788413,18.387909319899,16.362492133417,25.031525851198,23.488664987406,20.700437773609,21.377672209026,6.1679790026247
0.7,8.5266457680251,8.286252354049,7.9673776662484,9.6612296110414,8.1863979848866,10.037641154329,8.1234256926952,13.853904282116,8.4959093769666,17.402269861286,17.443324937028,9.443402126329,18.646080760095,14.501312335958
0.8,5.3918495297806,7.4701820464532,7.0263488080301,6.0853199498118,9.1309823677582,6.3989962358846,9.3828715365239,7.808564231738,5.6010069225928,9.7099621689786,9.4458438287154,8.692933083177,13.420427553444,8.0708661417323
0.9,3.3855799373041,3.2015065913371,2.3839397741531,2.0075282308657,4.5969773299748,2.1329987452949,2.8337531486146,4.7858942065491,2.8949024543738,7.7553593947037,8.0604534005038,3.4396497811132,8.9073634204276,6.496062992126
1.0,2.7586206896552,2.1971123666039,2.5721455457967,3.0740276035132,3.5264483627204,2.6348808030113,3.0856423173804,3.0226700251889,2.391441157961,3.0895334174023,3.0226700251889,2.6266416510319,2.7315914489311,2.6902887139108
1.1,2.257053291536,1.6949152542373,1.6311166875784,1.3801756587202,2.0780856423174,2.0702634880803,1.5743073047859,1.9521410579345,1.8879798615481,2.6481715006305,2.2670025188917,1.6885553470919,2.7315914489311,1.509186351706
1.2,1.8181818181818,1.5693659761456,1.693851944793,1.6311166875784,1.1964735516373,1.3801756587202,1.5743073047859,2.3929471032746,1.8879798615481,1.828499369483,2.7078085642317,1.3133208255159,1.9002375296912,1.7716535433071
1.3,1.3166144200627,0.94161958568738,1.3174404015056,1.129234629862,1.448362720403,1.3801756587202,1.2594458438287,2.2040302267003,2.1397105097546,1.765447667087,1.8261964735516,1.7510944340213,1.5439429928741,0.91863517060367
1.4,0.50156739811912,1.067168863779,0.62735257214555,0.81555834378921,1.0705289672544,0.94102885821832,0.75566750629723,1.7002518891688,0.94398993077407,1.3871374527112,1.1335012594458,1.3133208255159,1.0688836104513,0.72178477690289
1.5,0.37617554858934,0.37664783427495,0.31367628607277,0.31367628607277,0.81863979848866,0.56461731493099,0.62972292191436,0.75566750629723,0.44052863436123,0.94577553593947,0.8816120906801,0.50031269543465,1.0688836104513,0.39370078740157
