/,,0.711640,7.0.2RC1,1274,3649,248,34,296,58,28,14,30,,,,fe80::14f0:845:ee8a:2657,0.711220,2016-01-02T17:46:37+00:00
/oik-plugins/oik/,,4.686273,7.0.2RC1,1274,4065,253,34,326,58,28,14,59,,,,fe80::14f0:845:ee8a:2657,4.686204,2016-01-02T17:46:41+00:00
/apis/oik-apis/,,0.708862,7.0.2RC1,1274,3659,248,34,296,58,28,14,28,,,,fe80::14f0:845:ee8a:2657,0.708733,2016-01-02T17:46:42+00:00
