Elapsed,vanilla,vanilla5,akismet,sitemaps,importer
0.40,1.2539184952978,1.0417974143341,1.5065913370998,0.81863979848866,0.88105726872247
0.41,1.4420062695925,1.2551776076315,1.8204645323289,1.3224181360202,1.3215859030837
0.42,2.1316614420063,1.1798669511736,2.1343377275581,2.1410579345088,1.8879798615481
0.43,2.5705329153605,1.2175222794025,2.0715630885122,1.8261964735516,2.2655758338578
0.44,2.5705329153605,1.4309024726999,2.0087884494664,2.0780856423174,2.4543738200126
0.45,3.1347962382445,1.9706288439814,2.6365348399247,2.7078085642317,2.1397105097546
0.46,2.5705329153605,2.0459395004393,2.2598870056497,2.2670025188917,2.4543738200126
0.47,2.257053291536,2.033387724363,2.2598870056497,2.8337531486146,2.6431718061674
0.48,2.1316614420063,2.4099410066524,2.3854362837414,2.896725440806,2.076777847703
0.49,1.8808777429467,2.8367013932471,2.887633396108,2.3299748110831,2.6431718061674
0.50,1.7554858934169,2.6484247521024,2.5737602008788,2.2670025188917,2.9578351164254
0.51,2.1316614420063,2.7362871846366,2.510985561833,1.9521410579345,2.3285084959094
0.52,2.6332288401254,2.8115978410945,2.4482109227872,1.7632241813602,1.7621145374449
0.53,2.0062695924765,3.0500815865445,1.6321406151915,3.2745591939547,2.1397105097546
0.54,2.0689655172414,2.271871469813,2.0715630885122,2.0151133501259,2.7690371302706
0.55,1.9435736677116,2.6860800803314,2.1343377275581,1.7002518891688,2.4543738200126
0.56,3.1974921630094,2.0961466047446,2.3854362837414,2.2670025188917,2.5802391441158
0.57,1.8181818181818,2.1338019329735,1.7576898932831,1.8891687657431,1.6991818753933
0.58,1.5047021943574,1.5187649052341,1.9460138104206,1.7632241813602,2.391441157961
0.59,1.2539184952978,1.6693862181499,1.2554927809165,1.7632241813602,1.1957205789805
0.60,1.4420062695925,1.8576628592946,1.0043942247332,1.2594458438287,1.6362492133417
0.61,1.3166144200627,2.0710430525919,1.3810420590082,1.2594458438287,1.3845185651353
0.62,1.5047021943574,1.8827664114472,1.2554927809165,0.69269521410579,1.6362492133417
0.63,0.94043887147335,1.5815237856157,0.94161958568738,1.3853904282116,1.0069225928257
0.64,1.0031347962382,1.3053847119367,1.1299435028249,1.007556675063,0.88105726872247
0.65,0.37617554858934,0.77821011673152,0.81607030759573,0.69269521410579,1.0069225928257
0.66,0.94043887147335,1.154763399021,0.43942247332078,1.2594458438287,0.56639395846444
0.67,0.68965517241379,1.0794527425631,0.94161958568738,0.62972292191436,0.75519194461926
0.68,0.87774294670846,1.0920045186394,0.69052102950408,0.44080604534005,0.25173064820642
0.69,0.6269592476489,1.117108070792,1.0043942247332,0.69269521410579,0.94398993077407
0.70,1.2539184952978,1.0292456382578,0.87884494664156,0.69269521410579,1.5103838892385
0.71,0.75235109717868,0.72800301242626,1.1927181418707,0.81863979848866,1.1327879169289
0.72,0.94043887147335,0.75310656457889,1.0043942247332,0.69269521410579,0.62932662051605
0.73,0.94043887147335,0.70289946027363,0.56497175141243,0.8816120906801,0.62932662051605
0.74,1.0658307210031,0.89117610141835,0.62774639045825,0.94458438287154,1.0069225928257
0.75,0.75235109717868,0.97903853395255,0.75329566854991,1.448362720403,1.3215859030837
0.76,0.75235109717868,0.677795908121,1.0043942247332,1.1964735516373,0.69225928256765
0.77,0.68965517241379,0.95393498179992,1.2554927809165,1.5113350125945,0.88105726872247
0.78,0.50156739811912,0.71545123634994,1.0043942247332,1.3224181360202,0.50346129641284
0.79,0.87774294670846,0.64014057989205,1.1927181418707,1.1335012594458,0.31466331025802
0.80,0.18808777429467,0.3388979540605,0.18832391713748,0.50377833753149,0.25173064820642
0.8,2.0689655172414,2.7237354085603,2.3854362837414,2.9596977329975,2.391441157961
0.9,3.3855799373041,2.5480105434919,3.2015065913371,2.8337531486146,2.8949024543738
1.0,2.7586206896552,2.7488389607129,2.1971123666039,3.0856423173804,2.391441157961
1.1,2.257053291536,1.7823522028367,1.6949152542373,1.5743073047859,1.8879798615481
1.2,1.8181818181818,1.5815237856157,1.5693659761456,1.5743073047859,1.8879798615481
1.3,1.3166144200627,1.4936613530815,0.94161958568738,1.2594458438287,2.1397105097546
1.4,0.50156739811912,0.74055478850257,1.067168863779,0.75566750629723,0.94398993077407
1.5,0.37617554858934,0.32634617798418,0.37664783427495,0.62972292191436,0.44052863436123
1.6,0.56426332288401,0.30124262583156,0.2510985561833,0.37783375314861,0.25173064820642
1.7,0.37617554858934,0.20082841722104,0.062774639045825,0.18891687657431,0.18879798615481
1.8,0.18808777429467,0.050207104305259,0.18832391713748,0.062972292191436,0.25173064820642
1.9,0.12539184952978,0.13806953683946,0.18832391713748,0.12594458438287,0.25173064820642
2.0,0.37617554858934,0.15062131291578,0.31387319522913,0.25188916876574,0.31466331025802
2.1,0.43887147335423,0.20082841722104,0.37664783427495,0.31486146095718,0.31466331025802
2.2,0.18808777429467,0.11296598468683,0.12554927809165,0.18891687657431,0.25173064820642
2.3,0.37617554858934,0.22593196937367,0.12554927809165,0.12594458438287,0.37759597230963
2.4,0.25078369905956,0.075310656457889,0.18832391713748,0.18891687657431,0.44052863436123
2.5,0.18808777429467,0.22593196937367,0.37664783427495,0.37783375314861,0.25173064820642
2.6,0.06269592476489,0.17572486506841,0.062774639045825,0.18891687657431,0.12586532410321
2.6+,1.3793103448276,1.4183506966236,1.2554927809165,0.8816120906801,0.69225928256765
>>>,0.37617554858934,0.52717459520522,0.5021971123666,0.37783375314861,0.50346129641284
