/,,0.92945981025696,200,24564,521,12,10,1,0,83,,,,,,,0.881399,2016-01-10T22:38:21+00:00
/oik-plugins/oik/,,3.4253849983215,200,43008,1145,15,14,2,1,129,,,,,,,3.388926,2016-01-10T22:38:24+00:00
/apis/oik-apis/,,0.73232984542847,200,19927,367,14,10,1,1,40,,,,,,,0.697074,2016-01-10T22:38:25+00:00
/oik_todo/create-date-history-shortcode/,,0.15506982803345,200,19930,4,0,0,0,0,0,,,,,,,0.15506982803345,2016-01-10T22:38:25+00:00
/oik-plugins/oik-shortcode-server/,,0.95597219467163,200,29238,609,15,10,1,1,75,,,,,,,0.919095,2016-01-10T22:38:26+00:00
/wordpress-plugins-from-oik-plugins/,,1.1038060188293,200,39854,853,14,10,3,20,91,,,,,,,1.064401,2016-01-10T22:38:27+00:00
/shortcodes/,,1.1491510868073,200,66623,1558,14,10,1,5,267,,,,,,,1.102567,2016-01-10T22:38:28+00:00
/oik-plugins/oik-bwtrace-debug-trace-for-wordpress/,,1.9113440513611,200,36549,735,15,10,1,1,91,,,,,,,1.868234,2016-01-10T22:38:30+00:00
/apis/oik-shortcodes-apis/,,1.2187831401825,200,36762,758,14,11,1,5,116,,,,,,,1.175873,2016-01-10T22:38:31+00:00
/oik_todo/create-date-history-shortcode/.,,0.1236310005188,200,19930,4,0,0,0,0,0,,,,,,,0.1236310005188,2016-01-10T22:38:32+00:00
/oik-plugins/oik-weightcountry-shipping-pro/,,0.89525699615479,200,27191,565,15,10,1,1,56,,,,,,,0.862021,2016-01-10T22:38:33+00:00
/oik-plugins/oik-nivo-slider-jquery-nivo-slider/,,1.110011100769,200,40487,728,17,12,1,12,100,,,,,,,1.073250,2016-01-10T22:38:34+00:00
/2014/04/implement-missing-sociable-shortcode-functions-php/,,1.3637230396271,200,23833,487,15,11,1,0,43,,,,,,,1.329395,2016-01-10T22:38:35+00:00
/oik-plugins/oik-clone-clone-your-wordpress-content/,,0.94393682479858,200,32114,801,15,10,1,1,59,,,,,,,0.906826,2016-01-10T22:38:36+00:00
/home/,,1.3070411682129,200,36518,690,14,10,3,17,79,,,,,,,0.975035,2016-01-10T22:38:37+00:00
/2014/04/implement-missing-sociable-shortcode-functions-php/trackback/,,1.6968619823456,200,23833,487,15,11,1,0,43,,,,,,,1.328981,2016-01-10T22:38:39+00:00
/oik-plugins/oik-weightcountry-shipping-woocommerce-extension/,,1.0421690940857,200,26368,543,15,10,1,1,52,,,,,,,1.003219,2016-01-10T22:38:40+00:00
/oik-plugins/oik-fields-custom-post-type-field-apis/,,1.1129930019379,200,28083,586,15,10,1,1,66,,,,,,,1.075582,2016-01-10T22:38:41+00:00
/oik-plugins/oik-types/,,0.88367986679077,200,25480,539,15,10,1,1,51,,,,,,,0.846130,2016-01-10T22:38:42+00:00
