/oikcom/,,0.613738,7.0.2RC1,1274,3859,300,35,382,58,28,14,39,,,,fe80::14f0:845:ee8a:2657,0.613673,2016-01-10T18:43:20+00:00
/oikcom/oik-plugins/oik/,,3.190938,7.0.2RC1,1274,4224,305,35,411,58,28,14,64,,,,fe80::14f0:845:ee8a:2657,3.190873,2016-01-10T18:43:23+00:00
/oikcom/apis/oik-apis/,,0.469446,7.0.2RC1,1274,3869,300,35,382,58,28,14,35,,,,fe80::14f0:845:ee8a:2657,0.469380,2016-01-10T18:43:24+00:00
/oikcom/oik-plugins/oik-shortcode-server/,,0.610256,7.0.2RC1,1274,4166,305,35,405,58,28,14,52,,,,fe80::14f0:845:ee8a:2657,0.610190,2016-01-10T18:43:25+00:00
/oikcom/wordpress-plugins-from-oik-plugins/,,0.830252,7.0.2RC1,1274,4115,305,35,408,58,28,14,103,,,,fe80::14f0:845:ee8a:2657,0.830190,2016-01-10T18:43:25+00:00
/oikcom/shortcodes/,,0.872538,7.0.2RC1,1274,4099,305,35,407,58,28,14,85,,,,fe80::14f0:845:ee8a:2657,0.872475,2016-01-10T18:43:26+00:00
/oikcom/oik-plugins/oik-bwtrace-debug-trace-for-wordpress/,,1.550866,7.0.2RC1,1274,4163,305,35,403,58,28,14,86,,,,fe80::14f0:845:ee8a:2657,1.550802,2016-01-10T18:43:28+00:00
/oikcom/apis/oik-shortcodes-apis/,,0.880478,7.0.2RC1,1274,4133,305,35,408,58,28,14,71,,,,fe80::14f0:845:ee8a:2657,0.880418,2016-01-10T18:43:29+00:00
/oikcom/oik-plugins/oik-weightcountry-shipping-pro/,,0.616524,7.0.2RC1,1274,4041,305,35,400,58,28,14,40,,,,fe80::14f0:845:ee8a:2657,0.616458,2016-01-10T18:43:30+00:00
/oikcom/oik-plugins/oik-nivo-slider-jquery-nivo-slider/,,0.745133,7.0.2RC1,1274,4086,305,35,402,58,28,14,97,,,,fe80::14f0:845:ee8a:2657,0.745064,2016-01-10T18:43:30+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/,,1.088322,7.0.2RC1,1274,4102,300,35,387,58,28,14,43,,,,fe80::14f0:845:ee8a:2657,1.088257,2016-01-10T18:43:32+00:00
/oikcom/oik-plugins/oik-clone-clone-your-wordpress-content/,,0.660587,7.0.2RC1,1274,4179,305,35,406,58,28,14,51,,,,fe80::14f0:845:ee8a:2657,0.660521,2016-01-10T18:43:32+00:00
/oikcom/home/,,0.171201,7.0.2RC1,1274,3730,298,35,365,58,28,14,14,,,,fe80::14f0:845:ee8a:2657,0.171125,2016-01-10T18:43:33+00:00
/oikcom/home-2/,,0.719326,7.0.2RC1,1274,3966,300,35,394,58,28,14,81,,,,fe80::14f0:845:ee8a:2657,0.719264,2016-01-10T18:43:33+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/trackback/,,0.178732,7.0.2RC1,1274,3782,298,35,367,58,28,14,12,,,,fe80::14f0:845:ee8a:2657,0.178653,2016-01-10T18:43:33+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/,,1.092593,7.0.2RC1,1274,4102,300,35,387,58,28,14,43,,,,fe80::14f0:845:ee8a:2657,1.092528,2016-01-10T18:43:35+00:00
/oikcom/oik-plugins/oik-weightcountry-shipping-woocommerce-extension/,,0.607015,7.0.2RC1,1274,4041,305,35,400,58,28,14,39,,,,fe80::14f0:845:ee8a:2657,0.606947,2016-01-10T18:43:35+00:00
/oikcom/oik-plugins/oik-fields-custom-post-type-field-apis/,,0.594197,7.0.2RC1,1274,4158,305,35,404,58,28,14,57,,,,fe80::14f0:845:ee8a:2657,0.594129,2016-01-10T18:43:36+00:00
/oikcom/oik-plugins/oik-types/,,0.564610,7.0.2RC1,1274,4060,305,35,400,58,28,14,41,,,,fe80::14f0:845:ee8a:2657,0.564533,2016-01-10T18:43:37+00:00
/oikcom/contact/,,0.173395,7.0.2RC1,1274,3730,298,35,365,58,28,14,15,,,,fe80::14f0:845:ee8a:2657,0.173319,2016-01-10T18:43:37+00:00
/oikcom/support/contact/,,0.422093,7.0.2RC1,1274,3889,300,35,387,58,28,14,32,,,,fe80::14f0:845:ee8a:2657,0.422030,2016-01-10T18:43:37+00:00
/oikcom/oik-plugins/privacy-policy-page-generator/,,0.549884,7.0.2RC1,1274,4041,305,35,400,58,28,14,37,,,,fe80::14f0:845:ee8a:2657,0.549818,2016-01-10T18:43:38+00:00
/oikcom/wordpress-plugins-from-oik-plugins/wordpress-plugins/oik-nivo-slider/oik-nivo-slider-faq/oik-custom-image-link-url/,,0.686778,7.0.2RC1,1274,4209,305,35,408,58,28,14,76,,,,fe80::14f0:845:ee8a:2657,0.686713,2016-01-10T18:43:38+00:00
/oikcom/oik_file/feedoik-banner-feed-php/,,0.752175,7.0.2RC1,1274,4032,303,35,396,58,28,14,34,,,,fe80::14f0:845:ee8a:2657,0.752110,2016-01-10T18:43:39+00:00
