/oikcom/,,1.268614,5.5.18,1408,3985,319,37,423,59,28,14,39,,,,fe80::14f0:845:ee8a:2657,1.268519,2015-12-31T20:45:11+00:00
/oikcom/apis/oik-apis/,,1.108747,5.5.18,1408,3995,319,37,423,59,28,14,39,,,,fe80::14f0:845:ee8a:2657,1.108648,2015-12-31T20:45:17+00:00
/oikcom/feed/,,1.443815,5.5.18,1408,3910,317,37,408,59,28,14,21,,,,fe80::14f0:845:ee8a:2657,1.443719,2015-12-31T20:45:19+00:00
/oikcom/oik_todo/create-date-history-shortcode/,,1.230925,5.5.18,1408,4125,319,37,429,59,28,14,47,,,,fe80::14f0:845:ee8a:2657,1.230830,2015-12-31T20:45:20+00:00
/oikcom/oik-plugins/oik-shortcode-server/,,1.427903,5.5.18,1408,4292,323,37,445,59,28,14,58,,,,fe80::14f0:845:ee8a:2657,1.427810,2015-12-31T20:45:22+00:00
/oikcom/wordpress-plugins-from-oik-plugins/,,1.827182,5.5.18,1408,4241,324,37,449,59,28,14,107,,,,fe80::14f0:845:ee8a:2657,1.827090,2015-12-31T20:45:24+00:00
/oikcom/shortcodes/,,1.873883,5.5.18,1408,4225,324,37,448,59,28,14,90,,,,fe80::14f0:845:ee8a:2657,1.873790,2015-12-31T20:45:26+00:00
/oikcom/oik_todo/create-date-history-shortcode/,,1.232898,5.5.18,1408,4125,319,37,429,59,28,14,47,,,,fe80::14f0:845:ee8a:2657,1.232800,2015-12-31T20:45:27+00:00
/oikcom/apis/oik-shortcodes-apis/,,1.780853,5.5.18,1408,4259,324,37,449,59,28,14,75,,,,fe80::14f0:845:ee8a:2657,1.780759,2015-12-31T20:45:29+00:00
/oikcom/oik-plugins/oik-bwtrace-debug-trace-for-wordpress/,,2.635136,5.5.18,1408,4289,323,37,443,59,28,14,92,,,,fe80::14f0:845:ee8a:2657,2.635038,2015-12-31T20:45:31+00:00
/oikcom/oik-plugins/oik-weightcountry-shipping-pro/,,1.330932,5.5.18,1408,4167,323,37,440,59,28,14,46,,,,fe80::14f0:845:ee8a:2657,1.330838,2015-12-31T20:45:33+00:00
/oikcom/wp-json/oembed/1.0/embed,,0.486287,5.5.18,1408,3859,315,37,404,59,28,14,12,,,,fe80::14f0:845:ee8a:2657,0.486193,2015-12-31T20:45:33+00:00
/oikcom/oik-plugins/oik-nivo-slider-jquery-nivo-slider/,,1.622638,5.5.18,1408,4212,323,37,442,59,28,14,103,,,,fe80::14f0:845:ee8a:2657,1.622543,2015-12-31T20:45:35+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/,,1.949575,5.5.18,1408,4240,319,37,429,59,28,14,59,,,,fe80::14f0:845:ee8a:2657,1.949482,2015-12-31T20:45:37+00:00
/oikcom/oik-plugins/oik-clone-clone-your-wordpress-content/,,1.477658,5.5.18,1408,4305,323,37,446,59,28,14,57,,,,fe80::14f0:845:ee8a:2657,1.477560,2015-12-31T20:45:39+00:00
/oikcom/home/,,0.454851,5.5.18,1408,3859,315,37,405,59,28,14,17,,,,fe80::14f0:845:ee8a:2657,0.454742,2015-12-31T20:45:39+00:00
/oikcom/home-2/,,1.573934,5.5.18,1408,4092,319,37,435,59,28,14,85,,,,fe80::14f0:845:ee8a:2657,1.573845,2015-12-31T20:45:41+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/trackback/,,0.539446,5.5.18,1408,3911,317,37,408,59,28,14,16,,,,fe80::14f0:845:ee8a:2657,0.539339,2015-12-31T20:45:41+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/,,1.945209,5.5.18,1408,4240,319,37,429,59,28,14,59,,,,fe80::14f0:845:ee8a:2657,1.945116,2015-12-31T20:45:43+00:00
/oikcom/oik-plugins/oik-weightcountry-shipping-woocommerce-extension/,,1.310677,5.5.18,1408,4167,323,37,440,59,28,14,45,,,,fe80::14f0:845:ee8a:2657,1.310583,2015-12-31T20:45:45+00:00
/oikcom/oik-plugins/oik-types/,,1.374902,5.5.18,1408,4186,323,37,440,59,28,14,47,,,,fe80::14f0:845:ee8a:2657,1.374805,2015-12-31T20:45:46+00:00
/oikcom/oik-plugins/oik-fields-custom-post-type-field-apis/,,1.393337,5.5.18,1408,4284,323,37,444,59,28,14,63,,,,fe80::14f0:845:ee8a:2657,1.393242,2015-12-31T20:45:48+00:00
/oikcom/oik-plugins/oik/,,36.577331,5.5.18,1408,4350,323,37,451,59,28,14,70,,,,fe80::14f0:845:ee8a:2657,36.577242,2015-12-31T20:45:48+00:00
/oikcom/contact/,,0.525140,5.5.18,1408,3859,315,37,405,59,28,14,18,,,,fe80::14f0:845:ee8a:2657,0.525032,2015-12-31T20:45:48+00:00
/oikcom/support/contact/,,1.064514,5.5.18,1408,4015,319,37,428,59,28,14,36,,,,fe80::14f0:845:ee8a:2657,1.064419,2015-12-31T20:45:49+00:00
/oikcom/oik-plugins/uk-tides-times-and-heights/,,1.353270,5.5.18,1408,4206,323,37,445,59,28,14,58,,,,fe80::14f0:845:ee8a:2657,1.353178,2015-12-31T20:45:51+00:00
/oikcom/wordpress-plugins-from-oik-plugins/wordpress-plugins/oik-nivo-slider/oik-nivo-slider-faq/oik-custom-image-link-url/,,1.559621,5.5.18,1408,4335,324,37,449,59,28,14,81,,,,fe80::14f0:845:ee8a:2657,1.559516,2015-12-31T20:45:52+00:00
/oikcom/oik-plugins/privacy-policy-page-generator/,,1.268368,5.5.18,1408,4167,323,37,440,59,28,14,43,,,,fe80::14f0:845:ee8a:2657,1.268271,2015-12-31T20:45:54+00:00
/oikcom/wordpress-plugins-from-oik-plugins/free-oik-plugins/,,2.236538,5.5.18,1408,4203,324,37,444,59,28,14,174,,,,fe80::14f0:845:ee8a:2657,2.236435,2015-12-31T20:45:56+00:00
