Plugin,2015,2016,Notes
oik-bwtrace,1,1
Shortcake/shortcode-ui.php,0,0
akismet/akismet.php,0,0
bbboing/bbboing.php,1,1
cookie-cat/cookie-cat.php,1,1
diy-oik/diy-oik.php,1,1
easy-digital-downloads/easy-digital-downloads.php,0,0
genesis-footer-widgets,,1
jetpack/jetpack.php,0,0
oik-ajax,,1,
oik-bob-bing-wide/oik-bob-bing-wide.php,1,1
oik-clone/oik-clone.php,0,0
oik-css/oik-css.php
oik-dates/oik-dates.php,1,1
oik-edd/oik-edd.php,1,1
oik-fields/oik-fields.php,1,1
oik-fum/oik-fum.php,1,1
oik-lib/oik-lib.php,1,1
oik-moreoptions/oik-moreoptions.php,1,1
oik-ms/oik-ms.php,0,1
oik-mshot/oik-mshot.php,1,1
oik-nivo-slider/oik-nivo-slider.php,1,1
oik-plugins/oik-plugins.php,1,1
oik-popup/oik-popup.php,1,1
oik-privacy-policy,0,0
oik-post-type-support/oik-post-type-support.php,1,1
oik-read-more/oik-read-more.php,1,1
oik-rwd/oik-rwd.php
oik-sc-help/oik-sc-help.php,1,1
oik-shortcodes/oik-shortcodes.php,1,1
oik-testimonials/oik-testimonials.php,1,1
oik-themes/oik-themes.php,1,1
oik-todo/oik-todo.php,1,1
oik-types/oik-types.php,1,1
oik-user/oik-user.php
oik-video/oik-video.php,1,1
oik-weight-zone-shipping,,0,
oik-weight-zone-shipping-pro,,0,
oik-window-width/oik-window-width.php
oik/oik.php,1,1
post-type-switcher/post-type-switcher.php,0,0
oik-weightcountry-shipping,0,0
oik-weightcountry-shipping-pro,0,0
schunter/schunter.php,0,0
uk-tides/uk-tides.php,1,1
us-tides/us-tides.php,1,1
wordpress-seo/wp-seo.php,0,0
