/,,1.0113461017609,200,23249,517,12,9,1,0,83,,,,,,,0.972740,2016-01-11T10:08:43+00:00
/oik-plugins/oik/,,5.0116410255432,,0,0,0,0,0,0,0,,,,,,,5.0116410255432,2016-01-11T10:08:48+00:00
/apis/oik-apis/,,0.48067498207092,200,18612,363,14,9,1,1,40,,,,,,,0.446988,2016-01-11T10:08:49+00:00
/oik_todo/create-date-history-shortcode/,,0.14924597740173,200,19930,4,0,0,0,0,0,,,,,,,0.14924597740173,2016-01-11T10:08:49+00:00
/oik-plugins/oik-shortcode-server/,,2.063873052597,200,27923,605,15,9,1,1,75,,,,,,,2.028563,2016-01-11T10:08:51+00:00
/wordpress-plugins-from-oik-plugins/,,0.90104413032532,200,38538,849,14,9,3,20,91,,,,,,,0.850863,2016-01-11T10:08:52+00:00
/shortcodes/,,0.85966897010803,200,65308,1554,14,9,1,5,267,,,,,,,0.817101,2016-01-11T10:08:53+00:00
/oik-plugins/oik-bwtrace-debug-trace-for-wordpress/,,1.625627040863,200,35234,731,15,9,1,1,91,,,,,,,1.585331,2016-01-11T10:08:54+00:00
/apis/oik-shortcodes-apis/,,1.9592189788818,200,35447,754,14,10,1,5,116,,,,,,,1.921434,2016-01-11T10:08:56+00:00
/oik_todo/create-date-history-shortcode/.,,0.12358593940735,200,19930,4,0,0,0,0,0,,,,,,,0.12358593940735,2016-01-11T10:08:56+00:00
/oik-plugins/oik-weightcountry-shipping-pro/,,0.54710602760315,200,25876,561,15,9,1,1,56,,,,,,,0.513536,2016-01-11T10:08:57+00:00
/oik-plugins/oik-nivo-slider-jquery-nivo-slider/,,0.76336312294006,200,39172,724,17,11,1,12,100,,,,,,,0.725336,2016-01-11T10:08:58+00:00
/2014/04/implement-missing-sociable-shortcode-functions-php/,,1.9463999271393,200,22518,483,15,10,1,0,43,,,,,,,1.911571,2016-01-11T10:09:00+00:00
/oik-plugins/oik-clone-clone-your-wordpress-content/,,0.62888097763062,200,30799,797,15,9,1,1,59,,,,,,,0.590321,2016-01-11T10:09:00+00:00
/home/,,0.96346688270569,200,35203,686,14,9,3,17,79,,,,,,,0.695545,2016-01-11T10:09:01+00:00
/2014/04/implement-missing-sociable-shortcode-functions-php/trackback/,,0.42011904716492,200,22771,484,15,10,1,0,43,,,,,,,0.142435,2016-01-11T10:09:02+00:00
/oik-plugins/oik-weightcountry-shipping-woocommerce-extension/,,0.56619310379028,200,25053,539,15,9,1,1,52,,,,,,,0.528182,2016-01-11T10:09:02+00:00
/oik-plugins/oik-fields-custom-post-type-field-apis/,,1.22088098526,200,26768,582,15,9,1,1,66,,,,,,,1.186044,2016-01-11T10:09:03+00:00
/oik-plugins/oik-types/,,0.57113885879517,200,24165,535,15,9,1,1,51,,,,,,,0.536135,2016-01-11T10:09:04+00:00
/contact/,,0.67178797721863,200,22012,445,14,11,2,0,43,,,,,,,0.401979,2016-01-11T10:09:05+00:00
/oik-plugins/privacy-policy-page-generator/,,0.52129411697388,200,23404,499,15,9,1,1,51,,,,,,,0.487376,2016-01-11T10:09:05+00:00
